TAG,QUADNAME,STEMTAG,SPCODE,QX,QY,BREAKDOWNSTATUS.2014,BDS.2021,PIECE.2014,PIECE.2021,INTEG.2021,DECAYCLASSORIG,DECAYCLASS.2021,GC.2021,HEIGHT.2014,HEIGHT.2021,TOPDIAM.2014,TOPDIAM.2021,DBH,DBH.2021,LENGTH.2014,LENGTH.2021,ANGLE,DIRECTION,NOTES.2014
no tag,1310,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,20.1,NA,7,NA,NA,,
no tag,1625,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,15.8,NA,7.3,NA,NA,,
no tag,16103,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,15.4,NA,6.3,NA,NA,,
no tag,755,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,66.6,NA,24.3,NA,NA,,
no tag,1318,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,11,NA,5.1,NA,NA,,
no tag,761,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,20.8,NA,11.5,NA,NA,,
no tag,1109,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,61.5,NA,9.9,NA,NA,,
no tag,1639,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,32,NA,2.1,NA,NA,,cannot tell origin
no tag,1491,NA,NA,NA,NA,lying cut,,G,,,3,NA,,NA,NA,NA,NA,43.7,NA,1.1,NA,NA,,
no tag,8710,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,43.3,NA,9.7,NA,NA,,
no tag,1367,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1491,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,84,NA,8,NA,NA,,
no tag,1111,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,9.2,NA,7.4,NA,NA,,
no tag,16310,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,42.3,NA,2.5,NA,NA,,
no tag,9107,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,11.8,NA,6,NA,NA,,
no tag,1565,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,16.7,NA,10.2,NA,NA,,
no tag,1334,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,52.4,NA,10.6,NA,NA,,
no tag,1162,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.9,NA,3.8,NA,NA,,
no tag,1498,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,41.3,NA,9.6,NA,NA,,
no tag,1378,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.4,NA,6.9,NA,NA,,
no tag,1411,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,28.9,NA,6.2,NA,NA,,
no tag,5105,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,46.2,NA,,NA,NA,,
no tag,1513,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,32.3,NA,16.5,NA,NA,,
no tag,791,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,5.5,NA,4.1,NA,NA,,
no tag,6510,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,39.2,NA,12.8,NA,NA,,
no tag,4710,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,15.6,NA,1.4,NA,NA,,
no tag,6410,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,94.6,NA,16.5,NA,NA,,
no tag,1359,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,62.1,NA,17.5,NA,NA,,
no tag,1395,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,34.4,NA,4.3,NA,NA,,
no tag,814,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,14.3,NA,9.9,NA,NA,,
no tag,7104,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,10.1,NA,7.6,NA,NA,,
no tag,963,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.6,NA,3.5,NA,NA,,
no tag,7108,NA,NA,NA,NA,lying broken,,A,,,2,NA,,NA,NA,NA,NA,27.9,NA,1.9,NA,NA,,fragment?
no tag,1155,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,30.9,NA,15.3,NA,NA,,
no tag,1491,NA,NA,NA,NA,lying cut,,E,,,3,NA,,NA,NA,NA,NA,44.6,NA,2.2,NA,NA,,
no tag,915,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,46.2,NA,2.1,NA,NA,,
no tag,1639,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,49.4,NA,3.9,NA,NA,,cannot tell origin
no tag,971,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,11.7,NA,7.5,NA,NA,,
no tag,5109,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,20.8,NA,17.6,NA,NA,,
no tag,1610,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,30.8,NA,20.6,NA,NA,,
no tag,3910,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,28.3,NA,14,NA,NA,,
no tag,16102,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.9,NA,10,NA,NA,,
no tag,1679,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,35.1,NA,13,NA,NA,,
no tag,1046,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,16103,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,4,NA,3.2,NA,NA,,
no tag,12110,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.6,NA,3.9,NA,NA,,
no tag,963,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,13.6,NA,8,NA,NA,,
no tag,5105,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,46.2,NA,5.3,NA,NA,,
no tag,16210,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,29.8,NA,4.8,NA,NA,,
no tag,1318,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,30.8,NA,8.8,NA,NA,,
no tag,1491,NA,NA,NA,NA,lying cut,,H,,,3,NA,,NA,NA,NA,NA,45.9,NA,1.7,NA,NA,,
no tag,12410,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,28.8,NA,19.1,NA,NA,,
no tag,1491,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,40,NA,13.6,NA,NA,,
no tag,1671,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,15.7,NA,14.7,NA,NA,,
no tag,14710,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,945,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1375,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1649,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1528,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,59.5,NA,21.3,NA,NA,,
no tag,1491,NA,NA,NA,NA,lying cut,,B,,,3,NA,,NA,NA,NA,NA,48.7,NA,1.3,NA,NA,,
no tag,1109,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1658,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1315,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,21.5,NA,10.6,NA,NA,,
no tag,1384,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,10105,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,25.2,NA,16.7,NA,NA,,
no tag,1338,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,54.5,NA,15.3,NA,NA,,
no tag,1639,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,12103,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,5.3,NA,3.3,NA,NA,,
no tag,7101,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12.2,NA,5.8,NA,NA,,
no tag,1398,NA,NA,NA,NA,standing broken,,A,,,2,NA,,12,NA,50.9,NA,86,NA,,NA,NA,,
no tag,1233,NA,NA,NA,NA,standing broken,,B,,,2,NA,,NA,NA,NA,NA,4.5,NA,2.8,NA,NA,,
no tag,12105,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,40,NA,11.3,NA,NA,,
no tag,1588,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1693,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8,NA,6.4,NA,NA,,
no tag,14109,NA,NA,NA,NA,standing dead,,A,,,3,NA,,NA,NA,NA,NA,42.6,NA,,NA,NA,,
no tag,13410,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,30.7,NA,9.2,NA,NA,,
no tag,1687,NA,NA,NA,NA,lying broken,,B,,,1,NA,,NA,NA,NA,NA,7,NA,2.1,NA,NA,,
no tag,8106,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,29.8,NA,17.2,NA,NA,,
no tag,1669,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,40.6,NA,2.5,NA,NA,,
no tag,16210,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1491,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,53.6,NA,8.5,NA,NA,,
no tag,1547,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,40.9,NA,16.1,NA,NA,,
no tag,1697,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,43.5,NA,,NA,NA,,
no tag,14108,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,34.7,NA,9.7,NA,NA,,
no tag,991,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,14109,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,39.8,NA,20,NA,NA,,
no tag,1632,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,22.7,NA,10.8,NA,NA,,
no tag,7107,NA,NA,NA,NA,lying broken,,B,,,2,NA,,NA,NA,NA,NA,28,NA,3.1,NA,NA,,
no tag,1692,NA,NA,NA,NA,lying broken,,C,,,3,NA,,NA,NA,NA,NA,18.5,NA,2.2,NA,NA,,
no tag,1639,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,34.9,NA,1.9,NA,NA,,cannot tell origin
no tag,1364,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,31.2,NA,23.8,NA,NA,,
no tag,6103,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1264,NA,NA,NA,NA,lying cut,,A,,,3,NA,,NA,NA,NA,NA,55.2,NA,1.7,NA,NA,,
no tag,14102,NA,NA,NA,NA,lying cut,,J,,,3,NA,,NA,NA,NA,NA,20.6,NA,3.4,NA,NA,,
no tag,1687,NA,NA,NA,NA,lying whole,,A,,,1,NA,,NA,NA,NA,NA,16.2,NA,13.5,NA,NA,,
no tag,14710,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1683,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,9.1,NA,2.5,NA,NA,,
no tag,1521,NA,NA,NA,NA,standing dead,,A,,,2,NA,,NA,NA,NA,NA,21.2,NA,,NA,NA,,couldn't find tag
no tag,1085,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1692,NA,NA,NA,NA,lying broken,,B,,,3,NA,,NA,NA,NA,NA,21.2,NA,1.9,NA,NA,,
no tag,10103,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,10.5,NA,4.5,NA,NA,,
no tag,1692,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.7,NA,6.9,NA,NA,,
no tag,7102,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,12,NA,3.1,NA,NA,,
no tag,1684,NA,NA,NA,NA,lying broken,,A,,,3,NA,,NA,NA,NA,NA,33.5,NA,15.4,NA,NA,,
no tag,612,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1132,NA,NA,NA,NA,lying whole,,A,,,2,NA,,NA,NA,NA,NA,8.9,NA,4.5,NA,NA,,
no tag,14710,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,47.3,NA,3.6,NA,NA,,
no tag,1233,NA,NA,NA,NA,standing broken,,A,,,2,NA,,1.7,NA,4.5,NA,4.5,NA,,NA,NA,,
no tag,1185,NA,NA,NA,NA,standing broken,,A,,,3,NA,,2,NA,80.6,NA,85.5,NA,,NA,NA,,
no tag,1318,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,35.4,NA,8,NA,NA,,
no tag,1357,NA,NA,NA,NA,stump,,A,,,3,NA,,NA,NA,NA,NA,NA,NA,,NA,NA,,
no tag,1679,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,46.8,NA,9.5,NA,NA,,
no tag,5810,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,8.4,NA,8.8,NA,NA,,
no tag,5810,NA,NA,NA,NA,lying whole,,A,,,3,NA,,NA,NA,NA,NA,5.1,NA,3.4,NA,NA,,
